Sale_ID,Date_Sold,Address,City,State,ZIP_Code,Bedrooms,Bathrooms,Square_Feet,Lot_Size_acres,Year_Built,Sale_Price,Listing_Price,Agent_Name,Agency
HS100304,2021-10-24,"8623 Simpson Plaza Apt. 116, Ballardmouth, MN 02199",East Vanessatown,WI,95688,3,1,666,1.0,2011,788591,591220,Michele Herrera,Rich-Morris
HS100305,2023-05-13,"7575 Wise Unions, Port Samanthaberg, MA 60368",Jonesport,NV,51115,4,3,3661,1.97,1968,615635,276377,Sandra Norman,Davis-Johnson
HS100306,2022-01-09,"549 Clayton Curve, West Aaronland, NC 06018",Susanton,KY,77083,1,2,4483,0.61,2016,577409,500043,Angela Walker,Nash-Gonzales
HS100307,2020-09-22,"42242 Gibbs Rest, South Dale, WV 80116",Masonchester,CO,48456,4,2,3028,0.87,1989,133793,74648,Jason Roman,Miller-Hess
HS100308,2025-06-01,"9786 Bowen Stream, Jackhaven, RI 51451",South Christopher,AZ,98550,5,2,657,1.79,1996,602452,82966,Erin Wilson,"Warner, Martin and Mathis"
HS100309,2025-05-10,"59527 Nicholas Wells, Jonesfort, AR 28405",East Debra,WI,73974,5,3,3930,0.11,2014,337635,470993,Keith Brennan,Washington-Clark
HS100310,2024-06-30,"949 Mason Mountain, Port Frankchester, ND 88933",Michellebury,HI,40121,1,1,941,0.18,1978,633510,305733,Robert Lee,"Smith, Meza and Phillips"
HS100311,2024-09-05,"01774 Reeves Glen Apt. 214, Gregoryton, VA 60045",Port Lori,WI,92802,3,3,1753,1.25,1999,728525,213639,Tracy Kane,Morales-Russo
HS100312,2023-10-16,"PSC 0039, Box 5683, APO AA 69123",Douglasport,SC,77956,2,3,3374,1.82,1962,578036,296331,Carlos Rodgers,Wilson and Sons
HS100313,2024-08-02,"0050 Monica Port Apt. 095, South Rayhaven, AZ 26536",Michaelberg,WA,58535,1,1,1795,0.55,1950,600841,984678,Anna Brown,Spencer-Kelley
HS100314,2021-04-13,"18917 Carl Summit Apt. 301, North Ericside, MT 17291",Kellyside,OR,10809,2,1,3417,0.99,1983,166547,92598,Mitchell Sims,Turner and Sons
HS100315,2025-07-17,"5261 Jennifer Shore, Heatherhaven, KS 55189",Simmonsshire,ME,09261,2,1,3261,0.96,1997,634668,240271,Jorge Johnson,Jefferson-Gomez
HS100316,2024-09-17,"413 Deleon Locks Apt. 077, Adamsborough, IL 64139",Julieside,NC,48400,3,2,1832,1.0,1997,94331,457014,Sandy Mcintosh,Petersen Ltd
HS100317,2024-02-02,"8231 Mclean Trafficway, Sherryview, NE 21406",Kylemouth,DC,15844,2,1,4474,1.28,1998,801393,985062,Lindsay Doyle,Thomas-Zuniga
HS100318,2023-11-28,"PSC 5132, Box 4232, APO AE 52179",New Jamie,IL,94859,2,3,3001,0.99,2013,694905,897516,Gregory Fuller,Morris LLC
HS100319,2025-05-16,"087 John Groves Apt. 888, New Angela, OH 90818",New Brandon,NV,11448,3,1,2094,0.95,2010,875992,749597,Thomas Griffin,Payne Ltd
HS100320,2025-01-17,"82559 Pratt Keys, East Angela, ME 75591",East Sean,NJ,43437,2,3,2421,1.0,1978,890297,770857,Anthony Miller,Marks and Sons
HS100321,2024-06-16,"1395 Stevens Field, Port Patrick, MI 78288",North Jon,ME,51545,2,2,715,1.22,1988,650198,705538,Jose Kane,Zimmerman PLC
HS100322,2024-12-23,"20747 Alan Corner Apt. 102, Kathleentown, UT 47028",Ingramhaven,WI,02753,2,3,3935,1.12,1975,447891,298004,Frederick Freeman,Woods Inc
HS100323,2020-08-24,"404 Sullivan Ford Suite 531, Hansonland, OK 18698",North Erintown,OR,95482,1,3,1261,1.72,1966,550201,67118,Raymond Vargas,Salazar-Warner
HS100324,2024-09-06,"9233 Brittany Burgs, South Scott, TX 85182",South Cheryl,TX,68083,1,1,4483,0.19,2020,552237,72616,Dr. Kevin Thompson DDS,Hanna Inc
HS100325,2020-09-14,"6226 Farley Mountain Apt. 513, Jamesfort, PA 76981",Frankburgh,GA,16680,1,1,2065,1.68,1962,914418,181870,Mark Bruce,Small LLC
HS100326,2022-08-20,"4992 Tyrone Estates Apt. 709, Wilsonbury, NE 19590",Linhaven,HI,36722,3,3,4219,1.7,2018,781576,319745,Martin Velasquez,Ochoa Group
HS100327,2024-05-24,"664 Belinda Glens Apt. 111, New Michaelshire, MO 18652",Madelinebury,CA,68580,5,1,3100,0.64,1975,60068,861795,Adrian Walls,"Wood, Mathis and Bradford"
HS100328,2021-05-03,"4745 Rivera Glens, Downschester, VA 62252",Zacharyland,NH,77943,2,2,2468,0.98,1998,628748,52795,Matthew Fields,Palmer Inc
HS100329,2024-10-22,"137 Bobby Shoals, Jordanmouth, UT 01786",Michaelville,SC,42065,2,2,4148,0.93,2016,937198,147462,Kimberly Rogers,Bradshaw and Sons
HS100330,2021-10-06,"74496 Kevin Pass, Port Ricardo, UT 52466",New Jay,IL,89083,3,1,2934,0.52,1956,620706,488480,Laura Nelson,"Potter, Cole and Walker"
HS100331,2021-09-16,"Unit 1640 Box 1788, DPO AP 89883",Melissaburgh,NC,24892,2,2,3974,0.85,2007,338350,415036,Jesse Johnson,"Barrera, Smith and Roberts"
HS100332,2022-08-08,"7808 Megan Branch Suite 025, West Pamelahaven, VT 83757",West Angelica,VA,60086,1,1,1616,0.18,1998,702468,384977,Kristine Clark PhD,"Harrison, Chapman and Chang"
HS100333,2024-06-07,"36074 Brooks Vista Apt. 751, West Angelabury, OR 40375",Port Douglas,KS,84645,5,3,910,0.63,2002,836719,572904,Ryan Harrington,Burch-Henry
HS100334,2021-06-24,"USCGC Hughes, FPO AA 88615",Johnsonshire,RI,60627,4,3,807,1.65,2014,72337,315228,James Welch,"Shaw, Clarke and Henson"
HS100335,2021-02-28,"017 Garcia Road Suite 942, Phamhaven, MT 08552",Schmidtfurt,NC,11667,2,2,3265,0.64,2011,201738,932297,Madison Hall,"Wilson, Frank and Davis"
HS100336,2023-11-15,"23519 Cordova Shore Apt. 107, North Bradleyport, OR 93508",Owenshire,IN,73681,1,1,3093,1.65,1966,297667,519862,Allison Leach,"Bell, Jackson and Blevins"
HS100337,2023-01-30,"8871 Jennifer Port Suite 041, Melindaton, WI 18097",Schmidtton,AZ,94379,4,1,3317,1.11,1992,706521,837163,Bethany Contreras,"Wheeler, Valencia and Collins"
HS100338,2022-06-06,"3897 Debbie Pine, Leburgh, NY 87154",Port Brittanyfort,OH,65233,5,2,1232,1.77,1974,564241,182201,Olivia Hall,Carter PLC
HS100339,2020-11-30,"2576 Andrea Valley, East Jessicaland, DE 30825",North Deanna,NH,58894,4,3,2702,1.19,1952,937099,209094,Pamela Bender,"Gonzalez, Yates and White"
HS100340,2022-11-05,"048 Lisa Streets, West Brian, NH 65045",Gutierrezshire,AR,09969,1,2,3559,0.16,1978,402215,313749,Matthew Dawson,"Reed, Joseph and Payne"
HS100341,2024-04-16,"62653 Smith View, Lake Paula, MA 23392",Lake Walterstad,ND,59390,4,3,3683,1.38,1981,148064,127506,Richard Carson,"Moore, Smith and Johnson"
HS100342,2022-06-22,"USCGC Sullivan, FPO AA 23805",Gonzalezport,KY,96829,3,1,1256,0.19,1975,418655,814601,Christine White,"Houston, Simpson and Harris"
HS100343,2023-12-10,"6400 Romero Alley, East Elizabethfurt, AR 25786",West Tanya,IA,44436,4,3,2023,0.96,1965,532605,94130,Patricia Mendez,Knight-Knight
HS100344,2022-09-24,"736 Alexis Meadow Apt. 387, East Brianburgh, TX 47883",Tiffanyberg,PA,32692,2,2,2531,1.87,1974,457974,996769,Olivia Meyers,Davidson-Stewart
HS100345,2025-01-20,"923 Johnson Pike, Lake Alvin, DE 06218",Tylerhaven,WI,83077,2,1,4319,0.41,2003,508996,213402,Joseph Berger,Chapman PLC
HS100346,2022-06-27,"Unit 9490 Box 3567, DPO AE 16832",West Amy,WI,60298,3,2,3627,0.84,1977,820974,904901,Colleen Clark,Rivera Inc
HS100347,2024-11-14,"003 Newman Rue Suite 792, Brandonshire, LA 55289",New Micheal,VT,53381,1,2,3162,1.49,2005,577466,196259,Lisa Bright,Peterson Group
HS100348,2021-09-19,"3669 Allen Junction, Lake Wendymouth, AZ 46516",Amandaberg,HI,21680,2,3,2279,1.78,2014,606119,469007,Sandra Daniels,"Walker, Armstrong and Tran"
HS100349,2021-12-24,"197 Adams Cliffs, North Jon, MN 30860",East Morganville,NC,91316,5,2,4213,1.37,1990,183248,402580,William Johnson,Chang-Ross
HS100350,2024-01-20,"PSC 8642, Box 7181, APO AA 08650",Garciafort,VT,46219,2,3,836,0.59,2000,153306,251682,Brandon Barnett,"Blanchard, Molina and Rivera"
HS100351,2023-12-15,"418 Ashley Causeway Suite 759, Stewartport, WY 76494",New Emily,NH,90602,2,1,3950,1.38,2020,214726,424485,Jennifer Fisher,Fernandez Inc
HS100352,2024-12-15,"481 Robert Parkway, North Brandonmouth, MI 50298",Angelaside,UT,87682,1,3,947,0.66,1978,828580,273034,Heidi Jones,"Middleton, Morales and Roberts"
HS100353,2021-08-07,"426 Cummings Circle, East Christy, OK 72439",Salazarfort,FL,91129,4,1,3274,1.47,1968,994131,559394,Ricardo Clay,Yates-Butler
HS100354,2023-11-04,"48214 Young Vista, Gibbsville, KY 44134",Port Mary,OR,16284,2,3,3775,1.91,2015,757910,968397,Maxwell Johnson,"Frye, Ward and Davis"
HS100355,2023-03-31,"38563 Wilson Walks Apt. 972, Castanedaberg, WI 63152",Williamsside,MS,77513,3,2,1229,1.47,1990,424169,673982,Dr. James Hubbard,Gordon-Whitehead
HS100356,2023-12-23,"75249 Thomas Port, Lake Phillip, AK 56844",Lake Mark,MD,51086,4,3,2140,1.74,1994,750270,594061,Brandi Long,Trevino Inc
HS100357,2024-04-19,"88340 White Spurs, Trevorstad, LA 22890",East Donnaburgh,NJ,47888,5,3,2603,0.1,1964,140417,840671,Amanda Newman,Donovan-Jackson
HS100358,2025-07-27,"61470 Pierce View Suite 501, Wilsonshire, NY 94017",East Kyle,DE,87548,1,1,1871,1.46,1952,763611,333007,Rodney Padilla,Bates and Sons
HS100359,2023-02-27,"525 Jennifer Groves, North Linda, MI 71888",Watersborough,GA,53087,5,2,963,1.68,1960,478638,363559,Jamie Valdez,Parks-Curry
HS100360,2024-08-27,"267 Patrick Locks Apt. 031, Nguyenview, CA 44726",Myersshire,AZ,58747,4,3,2968,0.18,2002,61984,118968,Ann Washington,Clark LLC
HS100361,2023-02-19,"3495 Derek Hills Suite 100, Williamsville, DE 73771",Sanchezview,ID,29189,4,2,4304,1.76,1995,139312,543891,Katherine Macias,Morgan Ltd
HS100362,2022-09-19,"PSC 2790, Box 6469, APO AE 36241",North Maria,ME,00777,4,3,885,0.59,1979,242458,634718,Shannon Mills,Cortez PLC
HS100363,2022-07-01,"PSC 0394, Box 0904, APO AA 17269",Dominicmouth,IL,29455,5,3,748,1.36,2006,133291,300072,Michael Dean,Higgins-Diaz
HS100364,2024-11-27,"97841 Coleman Ports Suite 382, South Jayburgh, TN 53300",Port Christianborough,HI,09472,4,2,1707,1.62,1967,843567,51515,Michael Reyes,"Steele, Brown and Graham"
HS100365,2020-08-16,"11320 Tyler Walk Apt. 587, Johnsonborough, CO 78904",East Stephanie,NH,57796,5,3,3053,1.36,2000,574608,147206,Rebecca Young,Morgan PLC
HS100366,2022-08-11,"36765 Gonzalez Manors Suite 348, Emilyside, ID 04755",Julieburgh,AK,72821,4,2,3625,0.28,1997,537387,295282,Ashley Reyes,Mccullough-Washington
HS100367,2024-08-17,"USCGC Campbell, FPO AP 48651",Alexandriafurt,NV,05933,3,3,1055,1.23,2015,727044,809990,Cynthia Torres,Roach LLC
HS100368,2025-04-02,"Unit 7360 Box 3994, DPO AA 38328",Ortizburgh,MS,09659,4,1,2366,1.14,1957,925206,457821,Yvette Lane,Keith-Moore
HS100369,2023-08-05,"40929 Elliott Ridge, New Brianstad, NJ 92319",West Jennifer,TN,52960,5,2,1399,1.81,1971,465105,892672,Virginia Reyes,"Jenkins, Coleman and Manning"
HS100370,2021-03-18,"517 Mcbride Mountains Suite 957, Port Courtney, VT 55606",Ericton,NV,47276,2,3,1784,0.87,1955,801209,55586,Hunter Campbell,Hawkins and Sons
HS100371,2024-08-14,"000 Samantha Route, North Danielhaven, IN 92146",East Donna,NV,80478,4,3,1612,0.71,2006,410215,956851,Carlos Choi Jr.,Nguyen LLC
HS100372,2022-02-05,"99070 Myers Terrace Apt. 546, West Christinamouth, MN 94963",West Danielton,WA,98488,2,1,3431,1.52,1985,754259,958806,Caitlyn Bennett,Miller-Mullen
HS100373,2024-02-25,"25870 Loretta Park, New Ann, NV 96935",South Michelle,MO,82455,3,2,3107,0.88,2006,305083,819565,Cindy Price,Dixon-Warren
HS100374,2024-04-21,"Unit 3547 Box 0138, DPO AE 32991",New Jeffreyburgh,PA,20999,1,3,4221,1.33,1998,978274,605474,Jeffery Anderson,Cox Ltd
HS100375,2022-02-15,"60836 Dougherty Route Apt. 289, Johnbury, NC 20723",North Kendrafort,RI,34595,3,1,2123,1.33,1994,684151,601216,Kevin Phillips,Moore LLC
HS100376,2024-05-27,"625 Tiffany Port Apt. 248, North Brandonfurt, MS 86687",Shirleyshire,TX,05639,4,3,3385,1.79,2015,91777,803624,William Mosley,"Harper, Patrick and Gordon"
HS100377,2022-11-13,"0865 Taylor Canyon, North Carlaside, LA 66151",East Larry,ND,33552,2,2,3156,1.24,1994,96250,788447,Vincent Williams,Harrison-Beck
HS100378,2025-03-21,"51209 Morgan Alley, Hunterville, MA 44311",South Christopher,HI,23279,2,3,4325,1.05,1969,909466,435134,Whitney Gonzalez,White-Lewis
HS100379,2024-01-15,"674 Sally Hills Apt. 942, Rachelfort, OK 23029",South Jonathanland,ME,46883,5,3,4475,0.36,2013,941372,399173,Annette Smith,"Walker, Rodgers and Ward"
HS100380,2025-06-14,"763 Brewer Islands, Coltonbury, WV 78419",Robertville,VT,57168,2,3,1080,0.32,2016,352274,594999,Mallory Johnson,Turner-Durham
HS100381,2023-11-26,"94767 Tamara Lane Suite 361, Lake Gregoryville, IA 90567",Ochoamouth,SC,63637,5,3,2286,0.39,1952,525147,629250,Melissa Bowman,Reed-Wright
HS100382,2023-01-03,"093 Sarah Keys Apt. 207, South Victoria, AZ 86683",Ronaldtown,ND,45206,1,1,2761,0.43,2003,754706,70039,Harry Butler MD,Tyler-Barrett
HS100383,2022-10-26,"340 James Pike Suite 432, Vangmouth, AK 15357",Rojasview,NH,17229,4,1,3396,1.31,2013,970041,610849,Rebecca Smith,Gutierrez-Dunn
HS100384,2022-05-14,"129 Jennifer Track, Billyborough, AZ 07609",Tamaraview,AR,98928,5,2,2201,1.51,1989,790122,256555,Tommy Williams,Mitchell Inc
HS100385,2020-12-12,"625 Jennifer Trafficway, Evanston, WI 93235",Kellyton,MA,63900,1,1,3008,1.11,2008,65216,541087,Angel Young,Petty-Murillo
HS100386,2022-01-15,"10943 Welch Locks Apt. 867, Jesusburgh, IA 21173",East John,NE,29640,2,1,940,1.68,2004,396293,269730,Sherry Williams,Wilson-Howard
HS100387,2025-07-07,"PSC 2191, Box 1024, APO AP 97848",Murphyland,IA,61793,2,2,3417,1.98,2011,577297,51577,Mr. Jason Quinn,Green-Vasquez
HS100388,2023-08-12,"14453 Howard Course Apt. 396, West Diana, MI 90519",West Michaeltown,IL,76202,1,1,2610,1.66,1953,926336,157792,Barbara Payne,Robinson-Wilson
HS100389,2021-07-15,"038 Stephenson Fork Apt. 898, South Thomas, ID 96739",Johnmouth,OH,67978,2,1,3408,1.42,2009,734687,995854,Emily Dyer,"Walker, Smith and Gray"
HS100390,2023-04-09,"510 Saunders Prairie, Kylebury, KY 80436",Port Steven,AR,92594,1,2,3616,1.11,1979,195281,822268,William Cardenas,"Schultz, Jones and Moran"
HS100391,2020-12-16,"796 Rowland Knolls, Lake Stevenborough, OH 49097",South Gregory,OH,43651,5,2,3096,0.95,1951,753803,288540,Michael Yang,Jones and Sons
HS100392,2022-08-12,"14713 Edwards Squares Suite 257, New Williamland, MA 67946",North Kimberly,LA,87447,5,2,2466,0.26,2011,589317,278506,Charles Torres,Smith LLC
HS100393,2023-05-01,"005 King Fords, Coleville, KY 05214",West Nathanville,MT,00557,1,3,1434,0.86,1998,510829,786777,Anthony Boyd,Myers-Barton
HS100394,2025-06-02,"294 Jose Canyon, Port Cassandra, KY 66306",West Garyburgh,KS,80238,5,3,1803,1.83,1958,784803,60785,Brittney White,Fields-Johnson
HS100395,2024-04-04,"3082 Stewart Ports, Lake Danielborough, NV 97147",Jonesland,CT,47274,5,2,2325,1.64,1980,238069,122227,Jennifer Reeves,Reid-Douglas
HS100396,2022-01-23,"35484 Austin Tunnel Apt. 407, Alexanderborough, MD 98842",Port Nathan,WY,47815,5,2,4078,0.51,2010,414315,955112,Katherine Woods,"Riley, Little and Martinez"
HS100397,2020-12-23,"3146 Richard Meadows Apt. 510, Lake Dwayne, NH 65408",Maryhaven,PA,09658,3,2,2289,0.99,1997,164456,898389,Mariah Hill,Sweeney-Cox
HS100398,2021-04-15,"591 Cooke Canyon, Rachelport, GA 39568",Lake Suzannehaven,LA,85094,4,3,3867,1.65,1974,374703,639719,Hannah Frye,Rodriguez-Ray
HS100399,2023-05-03,"25810 Rodriguez Extensions Apt. 547, West Margaret, MO 02305",Brownborough,WI,55136,2,3,4137,0.23,1985,901324,460513,Amy Conway,Miller-Jimenez
HS100400,2021-06-29,"413 Duncan Drives Apt. 210, Maryland, NV 60574",Herbertmouth,WY,33139,3,1,910,0.84,1957,906841,908326,Robert Stewart,Johnson PLC
HS100401,2023-05-29,"00631 Harris Trafficway, Hillbury, NV 09289",South Christopher,IN,16492,5,1,861,1.72,2007,976139,297941,Michele Myers,Hawkins-Johnson
HS100402,2022-05-30,"42635 Sullivan Bridge, Port Paulburgh, NE 46867",East Dylan,NE,43113,1,2,2042,0.87,1994,869497,769132,Whitney Clayton,Rasmussen-Kramer
HS100403,2024-12-15,"8238 Welch Parkway Apt. 842, New Walter, GA 75250",South Valerie,WY,50316,5,3,1005,0.25,2011,816759,200653,Mark Bray,Anderson-Young
HS100404,2023-05-07,"3742 Joshua Avenue, North Denise, SD 04407",South Paul,TX,40059,4,3,2790,1.13,1988,432688,367336,Mrs. Natalie Jackson DDS,Sullivan PLC
HS100405,2021-03-12,"14160 Ford Island, Shannonstad, KS 46542",Ballbury,IN,04055,5,3,941,1.74,2007,419484,313606,John Hernandez,"Smith, Hughes and Heath"
HS100406,2021-10-28,"Unit 1550 Box 9736, DPO AP 07690",East Aliciaton,NC,31869,1,2,1939,1.22,2013,83783,440992,Ronald Davis,Byrd LLC
HS100407,2024-01-16,"06168 Parker Island, Everettmouth, VT 59883",Millertown,VA,52902,4,1,3772,0.53,1993,84152,769533,Cynthia Horne,Edwards Ltd
HS100408,2024-02-18,"859 Timothy Canyon Suite 885, East Susanshire, MT 08799",West Jeffreyfurt,UT,54881,5,2,843,0.83,1978,633029,983015,Stephen White,Moore LLC
HS100409,2024-08-25,"7431 Timothy Spur Apt. 706, East John, WI 79513",West Jessicaton,KS,24719,4,1,1089,0.96,2008,943481,388250,Steven Smith,"George, Hernandez and Porter"
HS100410,2024-05-26,"81802 Ellis Ports, Port Christopherland, ND 53787",New Dennis,NH,28587,2,1,611,1.2,2020,494718,360809,John Ward,"Leonard, Baker and Mendoza"
HS100411,2021-01-31,"69341 Smith Divide Suite 596, Lake Adrienne, KS 81976",Port Margaret,UT,06425,2,2,3910,1.54,1958,603380,749774,Kelsey Scott,"James, Brown and Noble"
HS100412,2023-03-26,"209 Strong Run Suite 615, Hamiltonport, CO 49775",New Williamton,TX,59680,5,1,1160,0.29,1955,198725,393154,Anthony Ramirez,Hunt-Jones
HS100413,2023-11-15,"188 Wilson Station, Terrellside, IL 71161",New Loriview,ID,27933,4,1,641,1.79,1978,541215,646861,Daniel Nelson,Nelson Ltd
HS100414,2023-03-03,"67291 Bennett Loop Suite 376, Waterschester, KY 35188",Timothyport,NJ,22920,1,3,3325,0.12,2007,804924,274737,Harry Oliver,"Harris, Cline and Sims"
HS100415,2023-09-29,"21742 Adam Shore, Cynthialand, WY 89776",Port Tommychester,CA,94404,5,1,1193,0.8,1966,221541,944235,John Flores,Fisher LLC
HS100416,2021-02-07,"4076 Tara Rapids, Brianburgh, AZ 24332",Janetton,OH,02398,2,2,2052,0.15,1965,828424,693970,Gregory Lynn,"Phelps, Garcia and Lambert"
HS100417,2020-11-10,"0519 Malone Rapid, East Jonathan, ME 65540",South Angela,GA,89836,2,2,2426,0.85,1952,398627,587674,Jennifer Austin,"Beck, West and Ryan"
HS100418,2023-01-20,"119 Suzanne Via, Blackland, MO 13702",Port Joseland,DC,84226,5,1,3829,1.1,1970,958017,436213,Joseph Roach,"Mills, Santos and Craig"
HS100419,2023-12-05,"6668 Garrett Roads Apt. 349, Salinasfurt, CO 48498",Katherineborough,MO,30241,4,3,3887,1.07,2013,371898,104460,Mark Buchanan,Rodriguez Inc
HS100420,2024-03-24,"218 Thompson View Suite 006, North Michael, DE 18730",Harringtonfort,MD,13886,2,3,2293,0.41,1985,735338,449437,Joel Miller,Warner-Maldonado
HS100421,2020-09-16,"166 Delacruz Stravenue, Pagestad, MO 11078",North Kylemouth,SC,10014,4,1,4133,1.33,2011,137592,466690,James Kim,Harvey-Marshall
HS100422,2022-06-13,"710 Kristen Causeway Apt. 664, Nicoleton, MS 44984",Port Natalieborough,IA,97826,2,1,733,0.19,1991,406687,165375,Shirley George,Castillo and Sons
HS100423,2020-09-27,"75384 Palmer Shores, Lake Jasonport, MI 99162",West Kayla,MN,44751,2,2,3738,1.55,1991,93169,949092,Mark Jensen,"Jones, Rodriguez and Brown"
HS100424,2024-08-03,"0410 Chase Wall, Lake Nataliefurt, UT 43387",North Marissatown,NV,60573,3,1,3678,1.9,2010,491503,202117,Hannah Webster,"Mason, Brown and Hall"
HS100425,2023-12-04,"62228 Donald Point Apt. 086, Jeremyview, MI 19259",North Matthewton,AZ,02115,2,3,1547,0.75,1962,104745,927751,Amber Butler,"Perry, Smith and Rice"
HS100426,2022-11-28,"89495 Hannah Glens, West Anne, AR 39411",North Brittanyview,ID,48144,1,1,4197,1.08,1960,684456,166582,Mrs. Brittany Coleman,Smith-Bender
HS100427,2021-12-13,"03389 Eric Street, Smithburgh, FL 02051",Richardtown,MS,60925,5,2,672,0.82,2003,688273,548909,Kimberly Mclean,"Meza, Yates and Edwards"
HS100428,2022-03-30,"3845 Golden Ramp, Nicholaschester, MD 94511",West Kurtmouth,LA,24927,5,2,998,0.11,1965,841975,972426,Jeremiah Weber,Ray PLC
HS100429,2022-03-08,"5210 Wayne Club, Gonzalesland, DE 43496",West Ronaldstad,SC,96246,4,2,2028,0.83,1957,761752,817303,Miguel Roth,Romero PLC
HS100430,2024-03-09,"56504 Dunn Drives, Pachecoview, ND 01856",North Jasonmouth,NC,30453,2,2,4346,1.6,2008,71067,728066,Daniel Dorsey,"Moreno, Sanford and Long"
HS100431,2021-02-03,"8909 Mitchell Mission, Stacymouth, MS 01751",East Stevenberg,KS,54580,1,2,3225,1.23,2006,101033,879203,Christopher Kelly,"Burton, Keith and Grant"
HS100432,2023-09-08,"16838 George Pines Apt. 082, Lawrenceburgh, ME 06882",Timothyville,NV,53741,4,1,3506,0.29,1989,95256,626623,Ernest Riley,"Little, Moody and Marshall"
HS100433,2025-01-19,"310 Ramsey Stream Suite 390, Franklinport, DC 96701",New Michael,DE,56157,3,1,729,1.71,2008,795993,803375,Edward Campbell,"Morrison, Bean and Nichols"
HS100434,2025-07-27,"100 Fuller Motorway, Clarkmouth, MD 68501",Alicialand,CA,78300,4,1,3578,1.11,1951,289455,102949,Cynthia Lewis,"Mccoy, Ramos and Sexton"
HS100435,2020-08-08,"6612 Ryan Dam, Lake Monicaville, WI 83893",Katherineport,NM,87764,4,1,4137,1.7,1959,552264,513930,Karen Nguyen,"Lee, Sampson and Nelson"
HS100436,2023-05-16,"784 Alexa Knolls, Port Robert, MO 79211",West Pamelaburgh,WV,89186,2,2,3877,1.2,1993,250417,145558,Lawrence Walters,"George, Jimenez and Alvarez"
HS100437,2022-11-14,"5538 Ortega Way Suite 908, North Theresa, MA 80809",West David,NC,13238,3,3,2411,1.16,1960,989695,458456,Courtney Cox,Huff LLC
HS100438,2023-10-18,"24746 Scott Keys, Greenburgh, OR 87247",Elizabethbury,LA,13290,4,1,2601,0.3,1951,136803,938704,Carrie Williams,Pace Ltd
HS100439,2025-01-05,"9180 Yates Village Suite 422, Lake Daniel, NY 35643",Markburgh,NV,35252,1,3,4439,0.42,1999,253814,839148,Sergio Bowen,York PLC
HS100440,2022-01-04,"PSC 6957, Box 6906, APO AA 31060",North Sheilaport,VA,90266,1,1,865,1.95,1961,168843,197646,Tony Green,Howell and Sons
HS100441,2021-09-07,"2754 Paul Skyway, Lake Jean, NM 75795",Andersonburgh,TN,38340,5,1,2160,0.53,1972,529809,817175,Mary Martin,Richards Inc
HS100442,2022-09-09,"682 Rachel Hill Apt. 682, Lake Valeriefurt, WI 21599",East Robert,NJ,44416,3,3,2585,1.96,1967,603280,516933,John Page,Browning-Mcbride
HS100443,2021-08-19,"PSC 8507, Box 5038, APO AE 80563",Aaronville,TX,14952,3,2,1392,1.11,2011,262603,554515,Randy Bowen,Scott-Curtis
HS100444,2022-05-05,"3039 Angela Highway Suite 633, Turnerburgh, MN 97894",Leonborough,TN,91957,5,1,2900,0.36,2011,623091,767186,Christine Martinez,"Mcneil, Austin and Crawford"
HS100445,2021-07-08,"411 James Trafficway, Port Joseph, ID 13596",Brewerville,AK,96979,4,1,3469,0.29,1987,422119,725573,Sonia Cisneros,"Alvarez, Holden and Stevens"
HS100446,2025-03-26,"PSC 3046, Box 3666, APO AP 51137",Susanport,WV,34177,3,1,1912,0.5,2016,768837,121916,Michael Ortiz,"Sanchez, Flores and Johnson"
HS100447,2024-03-03,"36161 Fletcher Locks Apt. 050, Thompsonshire, VT 11047",West Cheryl,CT,88349,1,3,763,1.86,1987,194282,771511,Timothy Smith,"Leon, Reed and Rios"
HS100448,2020-12-22,"22064 Simmons Ports, North Larryburgh, MN 89354",Lake Michaelstad,TN,70630,1,2,694,0.89,2016,526545,309590,Mark Nelson,Garza Group
HS100449,2023-09-12,"80026 Massey Lights Apt. 964, East Samanthaborough, MD 38864",Port Danielfurt,WA,11563,2,3,2405,0.85,2010,76270,822378,Thomas Thompson,"Hood, Allen and Bailey"
HS100450,2025-05-22,"1739 Smith Falls, South Andrea, TN 27276",Sharonland,WA,76383,3,3,3480,0.7,1950,505224,625194,Martha Sanchez,"Chavez, Rich and Sullivan"
HS100451,2023-10-03,"81371 Sandoval Pine Suite 050, Tiffanyland, IN 58219",Susanborough,IN,10196,4,2,1733,0.38,1994,972701,836895,Tara Christensen,"Davis, Mcdonald and Smith"
HS100452,2021-03-22,"PSC 2526, Box 9048, APO AA 63265",Shannonmouth,NM,83530,5,3,2983,1.03,1977,819217,999477,Ronald Wilson,Murphy LLC
HS100453,2021-10-11,"215 Tommy Ville Apt. 384, West Thomasfurt, GA 45032",East David,OK,13154,5,2,1421,0.35,1970,581740,124694,Molly Edwards,Collins PLC
HS100454,2023-08-05,"3935 Jason Haven Apt. 836, Warrenmouth, WY 15257",Port Lisa,DC,73225,4,1,837,1.69,1962,353630,463867,Cheyenne Reilly,"Ramirez, Dyer and Riggs"
HS100455,2024-05-02,"930 Boyer Lane Suite 274, Port Samanthastad, KS 20980",Lake Tinamouth,CO,73319,2,2,3028,0.8,1976,64859,905126,Susan Hull,Lynch LLC
HS100456,2024-11-16,"986 Kari Hill Suite 039, Lake Kimberly, WY 12701",Lake Larry,IN,10543,5,1,4107,0.81,1956,994740,332152,April Erickson,Blair Inc
